state;action_reward;n_state
278&4|1197&5|595&3|286&5|531&4|285&5|866&5|117&3|127&4|459&5|280&3|323&3;591&4|924&5|111&3|281&5;278&4|1197&5|595&3|286&5|531&4|285&5|866&5|117&3|127&4|459&5|280&3|323&3|591&4|924&5|111&3|281&5
68&2|42&5|172&5|498&5|313&5|654&4|583&5|60&5|50&5|381&5|210&4|429&4;488&3|616&5|387&3|1005&5;68&2|42&5|172&5|498&5|313&5|654&4|583&5|60&5|50&5|381&5|210&4|429&4|488&3|616&5|387&3|1005&5
116&5|187&5|515&5|455&4|100&5|181&4|150&4|118&2|127&5|285&5|514&5|249&3;221&4|557&4|473&4|24&5;116&5|187&5|515&5|455&4|100&5|181&4|150&4|118&2|127&5|285&5|514&5|249&3|221&4|557&4|473&4|24&5
50&4|840&4|237&4|919&1|124&3|281&3|930&5|250&5|864&3|1013&2|369&3|176&5;120&3|620&3|931&3|16&3;50&4|840&4|237&4|919&1|124&3|281&3|930&5|250&5|864&3|1013&2|369&3|176&5|120&3|620&3|931&3|16&3
28&4|195&4|1284&4|95&5|1047&4|71&5|755&5|739&3|780&1|421&4|395&3|501&4;1016&5|121&5|138&4|158&2;28&4|195&4|1284&4|95&5|1047&4|71&5|755&5|739&3|780&1|421&4|395&3|501&4|1016&5|121&5|138&4|158&2
167&2|77&3|480&4|94&2|357&4|199&4|756&1|135&5|622&3|55&3|941&1|100&4;145&2|1188&1|1210&2|381&2;167&2|77&3|480&4|94&2|357&4|199&4|756&1|135&5|622&3|55&3|941&1|100&4|145&2|1188&1|1210&2|381&2
1303&2|210&4|566&4|2&3|79&5|405&3|222&5|7&4|808&2|68&3|720&3|398&1;761&4|597&4|825&3|391&4;1303&2|210&4|566&4|2&3|79&5|405&3|222&5|7&4|808&2|68&3|720&3|398&1|761&4|597&4|825&3|391&4
228&3|129&5|82&3|194&3|431&2|174&5|216&4|173&1|176&5|746&4|181&4|273&2;12&4|7&3|234&4|653&3;228&3|129&5|82&3|194&3|431&2|174&5|216&4|173&1|176&5|746&4|181&4|273&2|12&4|7&3|234&4|653&3
202&5|455&4|294&4|291&2|845&4|709&5|208&5|109&4|435&5|1079&4|173&5|412&5;393&4|204&4|209&4|175&4;202&5|455&4|294&4|291&2|845&4|709&5|208&5|109&4|435&5|1079&4|173&5|412&5|393&4|204&4|209&4|175&4
288&2|328&4|305&5|127&5|538&3|300&3|245&3|1024&5|262&5|307&3|1062&5|748&5;7&4|125&4|50&4|151&4;288&2|328&4|305&5|127&5|538&3|300&3|245&3|1024&5|262&5|307&3|1062&5|748&5|7&4|125&4|50&4|151&4
346&4|151&1|276&4|174&2|181&3|357&5|429&4|289&2|89&5|6&3|475&5|100&4;175&4|65&5|282&3|50&3;346&4|151&1|276&4|174&2|181&3|357&5|429&4|289&2|89&5|6&3|475&5|100&4|175&4|65&5|282&3|50&3
474&3|195&4|428&4|250&2|188&2|934&3|173&3|414&2|518&4|658&2|66&4|125&3;151&2|431&1|254&2|747&1;474&3|195&4|428&4|250&2|188&2|934&3|173&3|414&2|518&4|658&2|66&4|125&3|151&2|431&1|254&2|747&1
382&3|310&4|211&4|202&4|319&4|325&4|8&5|655&3|153&4|294&3|313&2|201&3;4&4|210&3|692&3|435&5;382&3|310&4|211&4|202&4|319&4|325&4|8&5|655&3|153&4|294&3|313&2|201&3|4&4|210&3|692&3|435&5
99&3|69&3|215&3|114&5|35&1|121&4|236&4|177&5|260&1|73&3|42&5|60&5;171&5|51&4|258&5|256&4;99&3|69&3|215&3|114&5|35&1|121&4|236&4|177&5|260&1|73&3|42&5|60&5|171&5|51&4|258&5|256&4
735&3|655&3|420&4|135&2|111&4|97&5|739&4|476&4|866&3|423&4|169&5|290&1;568&4|161&4|405&4|142&2;735&3|655&3|420&4|135&2|111&4|97&5|739&4|476&4|866&3|423&4|169&5|290&1|568&4|161&4|405&4|142&2
175&5|9&4|919&4|288&4|222&4|922&4|121&3|96&4|382&5|628&5|195&5|709&5;427&5|176&1|50&5|517&4;175&5|9&4|919&4|288&4|222&4|922&4|121&3|96&4|382&5|628&5|195&5|709&5|427&5|176&1|50&5|517&4
331&3|326&2|288&3|300&2|990&3|324&2|286&4|292&3|294&3|306&5|319&3|332&2;322&2|323&2|988&2|325&2;331&3|326&2|288&3|300&2|990&3|324&2|286&4|292&3|294&3|306&5|319&3|332&2|322&2|323&2|988&2|325&2
286&5|326&5|311&4|300&5|288&1|310&5|328&3|294&4|272&5|751&5|243&3|315&3;893&1|332&5|323&4|873&5;286&5|326&5|311&4|300&5|288&1|310&5|328&3|294&4|272&5|751&5|243&3|315&3|893&1|332&5|323&4|873&5
11&1|71&3|169&5|178&4|14&4|223&4|228&2|690&4|251&5|484&3|272&3|1&5;66&3|793&5|151&4|557&4;11&1|71&3|169&5|178&4|14&4|223&4|228&2|690&4|251&5|484&3|272&3|1&5|66&3|793&5|151&4|557&4
318&4|514&5|511&5|603&4|607&4|670&3|181&4|98&4|177&4|355&3|145&2|185&4;769&3|551&3|816&2|200&4;318&4|514&5|511&5|603&4|607&4|670&3|181&4|98&4|177&4|355&3|145&2|185&4|769&3|551&3|816&2|200&4
232&4|90&4|399&3|976&2|51&5|833&1|550&5|66&4|274&4|121&5|678&3|248&5;452&3|453&3|77&3|627&4;232&4|90&4|399&3|976&2|51&5|833&1|550&5|66&4|274&4|121&5|678&3|248&5|452&3|453&3|77&3|627&4
633&3|28&5|187&5|233&3|441&4|64&5|227&2|636&3|295&3|144&3|578&4|273&4;747&2|38&3|1188&4|229&2;633&3|28&5|187&5|233&3|441&4|64&5|227&2|636&3|295&3|144&3|578&4|273&4|747&2|38&3|1188&4|229&2
172&5|271&2|181&5|12&5|747&3|273&1|313&5|173&4|62&2|294&4|227&3|50&5;180&4|923&4|157&1|429&5;172&5|271&2|181&5|12&5|747&3|273&1|313&5|173&4|62&2|294&4|227&3|50&5|180&4|923&4|157&1|429&5
294&4|301&4|243&5|359&5|342&3|322&4|259&4|300&5|748&3|1025&5|892&5|245&4;597&4|125&5|596&2|321&3;294&4|301&4|243&5|359&5|342&3|322&4|259&4|300&5|748&3|1025&5|892&5|245&4|597&4|125&5|596&2|321&3
252&2|9&4|25&2|475&3|180&5|504&3|1017&4|23&5|1381&3|137&2|122&3|197&4;357&4|1268&5|481&5|59&5;252&2|9&4|25&2|475&3|180&5|504&3|1017&4|23&5|1381&3|137&2|122&3|197&4|357&4|1268&5|481&5|59&5
944&2|614&5|650&5|175&5|421&4|787&4|509&4|651&3|519&4|627&4|731&3|770&5;552&4|72&4|140&4|1311&2;944&2|614&5|650&5|175&5|421&4|787&4|509&4|651&3|519&4|627&4|731&3|770&5|552&4|72&4|140&4|1311&2
222&4|355&1|258&1|678&3|250&2|298&4|751&3|245&3|272&2|288&3|294&3|346&3;1098&2|380&3|246&2|268&2;222&4|355&1|258&1|678&3|250&2|298&4|751&3|245&3|272&2|288&3|294&3|346&3|1098&2|380&3|246&2|268&2
326&4|347&4|286&3|294&1|288&4|1294&4|292&3|331&3|310&3|258&5|300&3|328&4;312&3|316&4|322&3|748&4;326&4|347&4|286&3|294&1|288&4|1294&4|292&3|331&3|310&3|258&5|300&3|328&4|312&3|316&4|322&3|748&4
475&4|290&1|268&5|1245&4|245&5|539&3|351&2|129&5|307&5|748&4|288&5|908&4;1011&3|91&5|237&4|150&3;475&4|290&1|268&5|1245&4|245&5|539&3|351&2|129&5|307&5|748&4|288&5|908&4|1011&3|91&5|237&4|150&3
1&3|181&5|1014&3|249&5|825&4|288&5|358&4|7&3|300&3|286&4|619&3|343&5;151&2|281&2|597&1|866&4;1&3|181&5|1014&3|249&5|825&4|288&5|358&4|7&3|300&3|286&4|619&3|343&5|151&2|281&2|597&1|866&4
332&4|713&4|25&5|289&3|475&3|276&5|15&4|257&4|685&4|100&4|1011&3|181&4;269&5|412&2|928&3|252&3;332&4|713&4|25&5|289&3|475&3|276&5|15&4|257&4|685&4|100&4|1011&3|181&4|269&5|412&2|928&3|252&3
144&4|549&3|28&3|176&3|71&4|693&2|91&3|97&4|188&4|172&5|51&4|196&3;2&4|651&5|451&4|470&4;144&4|549&3|28&3|176&3|71&4|693&2|91&3|97&4|188&4|172&5|51&4|196&3|2&4|651&5|451&4|470&4
276&4|126&3|100&5|1011&4|515&5|13&4|820&3|405&3|257&4|597&4|109&4|270&4;473&3|25&4|1226&4|1048&4;276&4|126&3|100&5|1011&4|515&5|13&4|820&3|405&3|257&4|597&4|109&4|270&4|473&3|25&4|1226&4|1048&4
66&2|291&3|96&4|382&4|413&4|41&2|461&3|189&5|456&3|630&4|239&4|418&3;130&1|940&5|52&3|99&3;66&2|291&3|96&4|382&4|413&4|41&2|461&3|189&5|456&3|630&4|239&4|418&3|130&1|940&5|52&3|99&3
87&4|194&4|588&3|210&3|517&5|501&3|485&5|427&3|298&4|300&3|971&3|528&4;291&3|182&4|1018&4|984&2;87&4|194&4|588&3|210&3|517&5|501&3|485&5|427&3|298&4|300&3|971&3|528&4|291&3|182&4|1018&4|984&2
582&1|172&5|133&5|1039&5|57&5|588&5|127&3|125&5|433&3|190&5|132&5|69&4;449&2|631&4|82&4|639&2;582&1|172&5|133&5|1039&5|57&5|588&5|127&3|125&5|433&3|190&5|132&5|69&4|449&2|631&4|82&4|639&2
125&3|175&4|95&2|1&4|100&5|462&5|166&4|185&5|50&4|297&3|124&5|410&4;419&4|153&4|423&3|499&4;125&3|175&4|95&2|1&4|100&5|462&5|166&4|185&5|50&4|297&3|124&5|410&4|419&4|153&4|423&3|499&4
1&4|685&3|25&4|544&4|50&5|508&5|222&4|151&3|628&4|42&3|826&3|147&4;144&3|403&3|179&3|11&4;1&4|685&3|25&4|544&4|50&5|508&5|222&4|151&3|628&4|42&3|826&3|147&4|144&3|403&3|179&3|11&4
674&3|559&3|447&3|656&3|100&4|184&3|5&3|669&3|219&4|436&3|358&2|665&4;413&2|441&2|444&2|635&2;674&3|559&3|447&3|656&3|100&4|184&3|5&3|669&3|219&4|436&3|358&2|665&4|413&2|441&2|444&2|635&2
507&5|605&4|654&4|199&4|152&4|134&5|161&3|610&4|520&4|484&5|215&4|483&5;238&4|611&5|127&4|603&5;507&5|605&4|654&4|199&4|152&4|134&5|161&3|610&4|520&4|484&5|215&4|483&5|238&4|611&5|127&4|603&5
272&5|327&1|690&5|427&4|313&5|938&1|886&1|98&3|812&5|275&3|651&4|288&4;204&3|137&1|87&1|650&3;272&5|327&1|690&5|427&4|313&5|938&1|886&1|98&3|812&5|275&3|651&4|288&4|204&3|137&1|87&1|650&3
288&4|748&3|272&3|750&2|875&1|316&1|347&1|344&5|260&1|328&1|300&2|886&1;882&4|349&4|269&4|302&5;288&4|748&3|272&3|750&2|875&1|316&1|347&1|344&5|260&1|328&1|300&2|886&1|882&4|349&4|269&4|302&5
121&3|473&3|476&4|1197&5|64&5|148&3|509&5|237&5|281&3|742&4|14&4|483&5;98&5|161&4|97&5|70&4;121&3|473&3|476&4|1197&5|64&5|148&3|509&5|237&5|281&3|742&4|14&4|483&5|98&5|161&4|97&5|70&4
330&3|990&5|877&3|229&5|938&3|809&1|322&4|681&3|1026&3|87&3|324&3|1&5;715&2|153&4|1442&4|942&4;330&3|990&5|877&3|229&5|938&3|809&1|322&4|681&3|1026&3|87&3|324&3|1&5|715&2|153&4|1442&4|942&4
319&4|332&3|321&4|872&3|334&2|258&3|288&3|286&5|303&5|988&3|322&3|294&3;304&4|325&3|245&3|880&4;319&4|332&3|321&4|872&3|334&2|258&3|288&3|286&5|303&5|988&3|322&3|294&3|304&4|325&3|245&3|880&4
427&4|569&1|1316&1|656&4|423&1|443&4|515&3|429&3|604&2|201&1|448&3|644&4;860&1|667&2|424&1|567&2;427&4|569&1|1316&1|656&4|423&1|443&4|515&3|429&3|604&2|201&1|448&3|644&4|860&1|667&2|424&1|567&2
813&5|262&5|763&5|582&5|906&5|340&4|515&5|1022&5|236&5|286&5|50&4|285&5;10&5|7&5|740&4|288&3;813&5|262&5|763&5|582&5|906&5|340&4|515&5|1022&5|236&5|286&5|50&4|285&5|10&5|7&5|740&4|288&3
362&5|361&5|303&5|329&5|357&4|328&3|359&5|360&5|258&5|324&5|288&4|327&5;11&4|260&4|294&5|264&3;362&5|361&5|303&5|329&5|357&4|328&3|359&5|360&5|258&5|324&5|288&4|327&5|11&4|260&4|294&5|264&3
28&3|905&4|358&2|315&3|12&5|266&3|197&4|307&2|317&4|328&3|271&2|258&2;591&4|117&3|1012&4|284&3;28&3|905&4|358&2|315&3|12&5|266&3|197&4|307&2|317&4|328&3|271&2|258&2|591&4|117&3|1012&4|284&3
628&5|300&4|21&4|291&4|243&3|475&4|919&5|508&4|930&4|3&4|147&5|117&5;456&5|148&4|986&5|370&4;628&5|300&4|21&4|291&4|243&3|475&4|919&5|508&4|930&4|3&4|147&5|117&5|456&5|148&4|986&5|370&4
631&5|1137&4|612&3|606&5|100&4|224&4|954&2|423&4|524&2|132&2|504&3|641&5;494&4|30&4|135&4|530&3;631&5|1137&4|612&3|606&5|100&4|224&4|954&2|423&4|524&2|132&2|504&3|641&5|494&4|30&4|135&4|530&3
631&4|64&4|174&3|89&5|485&3|275&4|704&4|208&3|923&4|430&1|154&2|133&1;443&3|417&2|82&3|72&1;631&4|64&4|174&3|89&5|485&3|275&4|704&4|208&3|923&4|430&1|154&2|133&1|443&3|417&2|82&3|72&1
69&4|747&3|198&4|56&3|515&5|276&3|313&4|294&2|520&5|235&3|523&4|429&4;649&3|739&4|244&2|52&4;69&4|747&3|198&4|56&3|515&5|276&3|313&4|294&2|520&5|235&3|523&4|429&4|649&3|739&4|244&2|52&4
270&3|310&3|877&2|315&5|690&3|269&4|334&3|340&4|307&4|682&3|887&4|347&5;748&3|332&3|259&2|938&3;270&3|310&3|877&2|315&5|690&3|269&4|334&3|340&4|307&4|682&3|887&4|347&5|748&3|332&3|259&2|938&3
630&4|566&4|501&3|194&4|229&4|465&4|1063&4|843&2|515&4|473&3|739&4|73&3;384&4|1444&3|576&4|1034&5;630&4|566&4|501&3|194&4|229&4|465&4|1063&4|843&2|515&4|473&3|739&4|73&3|384&4|1444&3|576&4|1034&5
844&5|181&3|285&5|283&2|100&5|1097&4|221&2|9&5|269&3|515&4|813&5|275&3;922&5|127&5|7&4|919&5;844&5|181&3|285&5|283&2|100&5|1097&4|221&2|9&5|269&3|515&4|813&5|275&3|922&5|127&5|7&4|919&5
181&4|202&4|44&4|172&4|747&3|508&1|98&4|357&4|209&3|197&4|215&3|318&5;165&4|630&3|708&4|178&5;181&4|202&4|44&4|172&4|747&3|508&1|98&4|357&4|209&3|197&4|215&3|318&5|165&4|630&3|708&4|178&5
473&2|23&3|710&4|1215&2|559&4|655&4|709&3|422&3|796&4|418&4|255&3|163&4;781&3|1016&4|1411&3|326&4;473&2|23&3|710&4|1215&2|559&4|655&4|709&3|422&3|796&4|418&4|255&3|163&4|781&3|1016&4|1411&3|326&4
7&5|237&3|740&3|100&4|748&3|181&3|319&5|515&5|1&4|137&5|14&5|252&3;255&2|21&3|121&3|931&2;7&5|237&3|740&3|100&4|748&3|181&3|319&5|515&5|1&4|137&5|14&5|252&3|255&2|21&3|121&3|931&2
410&1|405&5|748&5|250&5|475&4|13&1|237&3|298&4|109&5|258&5|358&4|117&4;15&5|151&3|121&5|328&5;410&1|405&5|748&5|250&5|475&4|13&1|237&3|298&4|109&5|258&5|358&4|117&4|15&5|151&3|121&5|328&5
896&5|306&4|242&4|269&3|872&3|302&5|315&4|286&5|333&4|268&4|345&2|887&5;316&4|749&3|898&4|319&3;896&5|306&4|242&4|269&3|872&3|302&5|315&4|286&5|333&4|268&4|345&2|887&5|316&4|749&3|898&4|319&3
237&4|288&5|150&5|64&3|313&5|258&2|100&4|302&5|538&5|346&4|151&5|319&3;185&3|183&4|198&5|168&4;237&4|288&5|150&5|64&3|313&5|258&2|100&4|302&5|538&5|346&4|151&5|319&3|185&3|183&4|198&5|168&4
44&4|71&5|276&4|191&5|294&1|678&2|234&3|9&2|264&3|117&3|28&4|742&3;1&4|1161&4|159&4|81&4;44&4|71&5|276&4|191&5|294&1|678&2|234&3|9&2|264&3|117&3|28&4|742&3|1&4|1161&4|159&4|81&4
269&5|898&5|678&2|25&4|289&4|286&5|310&4|240&1|893&2|302&3|300&4|294&3;274&3|283&4|871&1|1028&1;269&5|898&5|678&2|25&4|289&4|286&5|310&4|240&1|893&2|302&3|300&4|294&3|274&3|283&4|871&1|1028&1
680&4|301&4|333&4|340&5|315&5|353&3|269&4|751&4|288&3|344&5|262&4|302&5;355&1|350&4|336&5|873&3;680&4|301&4|333&4|340&5|315&5|353&3|269&4|751&4|288&3|344&5|262&4|302&5|355&1|350&4|336&5|873&3
1011&4|121&4|300&3|285&4|678&3|282&2|6&5|845&4|268&4|321&3|591&4|235&3;864&4|1160&5|815&3|1279&3;1011&4|121&4|300&3|285&4|678&3|282&2|6&5|845&4|268&4|321&3|591&4|235&3|864&4|1160&5|815&3|1279&3
619&4|293&4|937&4|676&3|276&5|273&3|359&3|1016&4|127&4|282&4|459&4|328&3;291&4|742&3|819&3|595&2;619&4|293&4|937&4|676&3|276&5|273&3|359&3|1016&4|127&4|282&4|459&4|328&3|291&4|742&3|819&3|595&2
902&5|212&4|523&3|50&5|181&4|214&3|515&4|194&4|628&4|660&5|474&5|431&3;199&3|169&5|357&3|191&4;902&5|212&4|523&3|50&5|181&4|214&3|515&4|194&4|628&4|660&5|474&5|431&3|199&3|169&5|357&3|191&4
50&5|427&5|329&3|1&3|98&4|127&5|514&2|194&4|323&3|358&3|238&5|191&4;100&5|126&4|15&5|107&4;50&5|427&5|329&3|1&3|98&4|127&5|514&2|194&4|323&3|358&3|238&5|191&4|100&5|126&4|15&5|107&4
683&1|321&4|261&1|269&5|748&1|264&2|300&3|325&4|688&1|311&5|690&4|340&5;988&1|243&1|245&4|338&2;683&1|321&4|261&1|269&5|748&1|264&2|300&3|325&4|688&1|311&5|690&4|340&5|988&1|243&1|245&4|338&2
154&4|152&4|197&4|185&5|153&4|42&4|527&3|639&4|88&2|202&3|1149&3|603&5;1139&3|268&4|1221&3|399&3;154&4|152&4|197&4|185&5|153&4|42&4|527&3|639&4|88&2|202&3|1149&3|603&5|1139&3|268&4|1221&3|399&3
174&4|525&5|137&5|610&2|331&3|1&3|757&3|100&5|810&5|177&5|328&3|843&5;917&4|906&3|429&5|69&4;174&4|525&5|137&5|610&2|331&3|1&3|757&3|100&5|810&5|177&5|328&3|843&5|917&4|906&3|429&5|69&4
740&2|1233&5|288&4|303&5|237&3|296&4|100&5|460&3|268&4|297&5|302&3|307&4;475&5|458&4|150&4|676&4;740&2|1233&5|288&4|303&5|237&3|296&4|100&5|460&3|268&4|297&5|302&3|307&4|475&5|458&4|150&4|676&4
327&5|344&5|270&2|310&3|313&4|286&4|272&4|258&4|348&3|300&4|302&3|887&4;333&4|690&3|343&4|245&3;327&5|344&5|270&2|310&3|313&4|286&4|272&4|258&4|348&3|300&4|302&3|887&4|333&4|690&3|343&4|245&3
22&2|1&4|25&3|1014&4|1016&3|109&3|478&4|813&4|132&3|93&3|270&4|1265&3;472&2|597&2|864&3|235&2;22&2|1&4|25&3|1014&4|1016&3|109&3|478&4|813&4|132&3|93&3|270&4|1265&3|472&2|597&2|864&3|235&2
50&3|520&4|245&3|19&3|181&3|126&3|222&4|744&3|127&4|319&3|15&4|357&4;269&4|199&4|242&4|483&3;50&3|520&4|245&3|19&3|181&3|126&3|222&4|744&3|127&4|319&3|15&4|357&4|269&4|199&4|242&4|483&3
181&2|254&1|246&4|323&1|248&4|296&4|253&5|50&3|294&3|533&3|993&4|257&3;532&4|1388&5|515&5|127&4;181&2|254&1|246&4|323&1|248&4|296&4|253&5|50&3|294&3|533&3|993&4|257&3|532&4|1388&5|515&5|127&4
246&5|124&2|13&4|273&4|50&5|458&4|268&5|181&5|14&4|324&4|291&4|293&4;276&5|628&4|325&1|129&4;246&5|124&2|13&4|273&4|50&5|458&4|268&5|181&5|14&4|324&4|291&4|293&4|276&5|628&4|325&1|129&4
209&2|194&5|168&2|514&5|988&1|321&3|173&1|517&5|152&3|523&5|211&4|655&3;116&5|629&5|502&2|88&3;209&2|194&5|168&2|514&5|988&1|321&3|173&1|517&5|152&3|523&5|211&4|655&3|116&5|629&5|502&2|88&3
225&1|645&3|71&4|198&4|1050&3|1&3|211&4|444&3|93&1|301&5|240&1|603&3;79&4|164&3|474&4|153&4;225&1|645&3|71&4|198&4|1050&3|1&3|211&4|444&3|93&1|301&5|240&1|603&3|79&4|164&3|474&4|153&4
306&5|176&4|869&1|736&5|258&3|90&5|778&5|1014&4|234&5|319&5|583&5|546&4;219&5|800&5|672&5|370&5;306&5|176&4|869&1|736&5|258&3|90&5|778&5|1014&4|234&5|319&5|583&5|546&4|219&5|800&5|672&5|370&5
79&5|210&5|546&4|529&2|241&5|452&1|199&4|558&5|277&4|281&3|1194&5|479&4;133&5|503&3|211&5|347&5;79&5|210&5|546&4|529&2|241&5|452&1|199&4|558&5|277&4|281&3|1194&5|479&4|133&5|503&3|211&5|347&5
96&4|234&3|472&4|226&4|218&3|568&3|742&4|770&4|147&4|768&3|229&4|173&5;1209&4|579&4|110&4|63&4;96&4|234&3|472&4|226&4|218&3|568&3|742&4|770&4|147&4|768&3|229&4|173&5|1209&4|579&4|110&4|63&4
186&2|525&4|122&2|89&4|100&4|129&4|264&3|32&4|106&2|1021&5|237&3|7&4;134&5|154&3|636&4|66&4;186&2|525&4|122&2|89&4|100&4|129&4|264&3|32&4|106&2|1021&5|237&3|7&4|134&5|154&3|636&4|66&4
904&5|354&5|302&3|308&4|319&3|690&4|286&5|898&4|315&4|880&3|313&3|301&4;326&5|1191&5|881&5|261&5;904&5|354&5|302&3|308&4|319&3|690&4|286&5|898&4|315&4|880&3|313&3|301&4|326&5|1191&5|881&5|261&5
111&2|1605&2|24&3|866&3|246&4|224&3|1377&4|20&5|1163&4|25&3|476&3|270&3;1383&2|150&2|880&4|1033&2;111&2|1605&2|24&3|866&3|246&4|224&3|1377&4|20&5|1163&4|25&3|476&3|270&3|1383&2|150&2|880&4|1033&2
280&4|288&1|302&5|751&4|25&5|1137&5|327&3|597&4|324&3|282&5|240&2|147&4;148&3|130&2|546&3|1051&3;280&4|288&1|302&5|751&4|25&5|1137&5|327&3|597&4|324&3|282&5|240&2|147&4|148&3|130&2|546&3|1051&3
231&4|338&4|216&3|154&5|328&4|163&5|186&5|255&3|892&3|21&3|286&4|342&4;596&2|288&2|15&3|365&5;231&4|338&4|216&3|154&5|328&4|163&5|186&5|255&3|892&3|21&3|286&4|342&4|596&2|288&2|15&3|365&5
154&4|222&4|117&4|862&1|407&3|871&3|988&1|62&4|411&1|167&3|399&4|791&1;546&3|554&1|230&4|405&1;154&4|222&4|117&4|862&1|407&3|871&3|988&1|62&4|411&1|167&3|399&4|791&1|546&3|554&1|230&4|405&1
70&4|121&3|255&3|168&4|318&4|326&3|930&2|423&3|154&3|778&4|300&3|207&4;24&5|946&3|432&5|50&5;70&4|121&3|255&3|168&4|318&4|326&3|930&2|423&3|154&3|778&4|300&3|207&4|24&5|946&3|432&5|50&5
340&4|300&3|302&5|269&5|286&5|288&5|242&5|245&4|301&5|336&3|272&5|895&5;358&2|343&3|349&1|353&1;340&4|300&3|302&5|269&5|286&5|288&5|242&5|245&4|301&5|336&3|272&5|895&5|358&2|343&3|349&1|353&1
650&3|449&2|419&2|693&3|939&4|210&3|97&5|488&4|180&3|572&2|282&4|53&4;131&3|509&3|427&4|143&4;650&3|449&2|419&2|693&3|939&4|210&3|97&5|488&4|180&3|572&2|282&4|53&4|131&3|509&3|427&4|143&4
68&3|265&5|1240&5|188&4|91&4|174&5|748&4|501&3|422&2|258&4|271&4|233&4;62&4|399&4|1239&4|1228&3;68&3|265&5|1240&5|188&4|91&4|174&5|748&4|501&3|422&2|258&4|271&4|233&4|62&4|399&4|1239&4|1228&3
258&5|150&4|509&4|191&4|56&4|513&3|286&4|224&4|98&5|12&5|408&5|652&3;236&3|508&4|25&4|250&4;258&5|150&4|509&4|191&4|56&4|513&3|286&4|224&4|98&5|12&5|408&5|652&3|236&3|508&4|25&4|250&4
299&3|304&4|358&3|97&4|154&3|748&4|526&4|87&5|164&3|385&4|286&1|491&4;480&3|521&3|724&3|89&4;299&3|304&4|358&3|97&4|154&3|748&4|526&4|87&5|164&3|385&4|286&1|491&4|480&3|521&3|724&3|89&4
411&3|553&4|1301&3|88&4|82&5|217&2|118&4|158&3|48&4|50&4|252&4|204&4;67&3|395&2|73&4|585&2;411&3|553&4|1301&3|88&4|82&5|217&2|118&4|158&3|48&4|50&4|252&4|204&4|67&3|395&2|73&4|585&2
288&4|340&5|292&4|294&4|898&3|328&4|268&1|321&3|315&5|307&3|345&4|303&5;323&2|286&4|242&4|322&4;288&4|340&5|292&4|294&4|898&3|328&4|268&1|321&3|315&5|307&3|345&4|303&5|323&2|286&4|242&4|322&4
307&3|891&3|752&3|272&4|754&3|313&5|286&4|331&4|302&4|315&5|316&5|750&4;339&3|896&3|328&3|288&3;307&3|891&3|752&3|272&4|754&3|313&5|286&4|331&4|302&4|315&5|316&5|750&4|339&3|896&3|328&3|288&3
98&5|984&1|234&5|147&4|447&3|245&1|748&1|271&4|760&1|117&2|895&2|335&4;763&5|827&2|1034&1|826&1;98&5|984&1|234&5|147&4|447&3|245&1|748&1|271&4|760&1|117&2|895&2|335&4|763&5|827&2|1034&1|826&1
125&4|250&2|900&4|181&4|255&4|14&4|126&4|744&4|50&3|476&3|303&4|845&3;909&5|252&3|316&5|286&5;125&4|250&2|900&4|181&4|255&4|14&4|126&4|744&4|50&3|476&3|303&4|845&3|909&5|252&3|316&5|286&5
65&4|25&4|69&5|627&3|170&5|531&4|340&5|474&5|198&4|167&3|173&5|3&3;801&1|779&1|1511&3|840&2;65&4|25&4|69&5|627&3|170&5|531&4|340&5|474&5|198&4|167&3|173&5|3&3|801&1|779&1|1511&3|840&2
496&5|64&5|523&5|286&4|173&3|209&5|132&5|513&4|1065&4|319&3|288&4|318&5;427&5|520&5|192&5|481&5;496&5|64&5|523&5|286&4|173&3|209&5|132&5|513&4|1065&4|319&3|288&4|318&5|427&5|520&5|192&5|481&5
427&4|474&4|8&4|114&5|968&4|121&4|169&5|269&4|176&4|612&4|177&3|143&3;1&5|257&4|25&5|455&4;427&4|474&4|8&4|114&5|968&4|121&4|169&5|269&4|176&4|612&4|177&3|143&3|1&5|257&4|25&5|455&4
56&5|619&4|240&3|410&3|243&3|322&4|815&4|508&4|509&4|363&2|268&3|872&3;318&4|174&5|127&5|96&5;56&5|619&4|240&3|410&3|243&3|322&4|815&4|508&4|509&4|363&2|268&3|872&3|318&4|174&5|127&5|96&5
513&4|22&4|178&4|258&4|423&3|69&4|157&4|632&4|479&4|143&2|347&4|523&4;507&5|144&4|176&3|654&4;513&4|22&4|178&4|258&4|423&3|69&4|157&4|632&4|479&4|143&2|347&4|523&4|507&5|144&4|176&3|654&4
456&2|218&4|357&5|252&4|228&5|469&4|8&5|241&3|403&4|202&4|356&4|15&4;145&3|373&2|405&5|451&4;456&2|218&4|357&5|252&4|228&5|469&4|8&5|241&3|403&4|202&4|356&4|15&4|145&3|373&2|405&5|451&4
230&4|200&2|196&4|271&4|195&4|164&4|176&5|95&3|89&4|28&4|117&4|229&2;678&2|895&4|672&3|567&4;230&4|200&2|196&4|271&4|195&4|164&4|176&5|95&3|89&4|28&4|117&4|229&2|678&2|895&4|672&3|567&4
566&3|186&4|96&3|127&5|187&4|64&5|869&3|98&5|56&2|133&4|669&1|661&4;12&4|496&5|419&5|147&3;566&3|186&4|96&3|127&5|187&4|64&5|869&3|98&5|56&2|133&4|669&1|661&4|12&4|496&5|419&5|147&3
