state;action_reward;n_state
459&5|121&4|1278&5|15&4|597&3|126&5|405&3|933&3|531&4|1197&5|1040&3|117&3;740&5|471&5|281&5|742&4;459&5|121&4|1278&5|15&4|597&3|126&5|405&3|933&3|531&4|1197&5|1040&3|117&3|740&5|471&5|281&5|742&4
747&4|273&2|82&5|647&5|926&1|132&5|620&4|929&2|185&5|59&5|385&4|736&5;371&4|1107&4|1119&4|229&3;747&4|273&2|82&5|647&5|926&1|132&5|620&4|929&2|185&5|59&5|385&4|736&5|371&4|1107&4|1119&4|229&3
887&4|127&5|238&5|118&2|50&5|847&5|242&5|249&3|514&5|751&3|109&4|1&4;248&4|221&4|273&4|473&4;887&4|127&5|238&5|118&2|50&5|847&5|242&5|249&3|514&5|751&3|109&4|1&4|248&4|221&4|273&4|473&4
1244&5|823&4|147&5|298&5|276&1|742&4|284&3|293&3|455&4|1049&3|116&3|148&4;409&3|413&3|370&3|696&3;1244&5|823&4|147&5|298&5|276&1|742&4|284&3|293&3|455&4|1049&3|116&3|148&4|409&3|413&3|370&3|696&3
237&4|393&5|409&4|227&2|1047&4|71&5|1415&4|15&5|168&4|815&3|542&2|625&3;94&2|568&5|1229&3|91&4;237&4|393&5|409&4|227&2|1047&4|71&5|1415&4|15&5|168&4|815&3|542&2|625&3|94&2|568&5|1229&3|91&4
82&4|748&5|179&4|180&5|409&2|628&4|1231&2|69&4|198&4|679&2|50&5|1132&1;215&2|185&2|728&2|230&3;82&4|748&5|179&4|180&5|409&2|628&4|1231&2|69&4|198&4|679&2|50&5|1132&1|215&2|185&2|728&2|230&3
62&2|550&1|172&1|636&2|195&5|29&2|363&1|541&3|68&3|258&1|79&5|554&3;761&4|825&3|1034&3|576&1;62&2|550&1|172&1|636&2|195&5|29&2|363&1|541&3|68&3|258&1|79&5|554&3|761&4|825&3|1034&3|576&1
273&2|4&3|174&5|89&5|82&3|182&5|302&4|17&2|746&4|181&4|39&5|195&4;175&1|100&4|12&4|7&3;273&2|4&3|174&5|89&5|82&3|182&5|302&4|17&2|746&4|181&4|39&5|195&4|175&1|100&4|12&4|7&3
435&5|91&5|83&4|412&5|1079&4|732&4|21&3|820&4|866&3|186&5|100&4|202&5;659&5|42&5|211&4|49&4;435&5|91&5|83&4|412&5|1079&4|732&4|21&3|820&4|866&3|186&5|100&4|202&5|659&5|42&5|211&4|49&4
909&5|127&5|333&5|538&3|294&2|328&4|300&3|327&4|262&5|245&3|288&2|305&5;93&4|181&4|7&4|125&4;909&5|127&5|333&5|538&3|294&2|328&4|300&3|327&4|262&5|245&3|288&2|305&5|93&4|181&4|7&4|125&4
257&5|64&4|286&4|289&2|181&3|98&4|89&5|276&4|357&5|346&4|475&5|134&3;65&5|923&5|177&2|175&4;257&5|64&4|286&4|289&2|181&3|98&4|89&5|276&4|357&5|346&4|475&5|134&3|65&5|923&5|177&2|175&4
827&2|195&4|499&3|474&3|179&2|427&5|28&5|125&3|153&5|66&4|239&3|204&4;51&1|200&4|663&4|367&4;827&2|195&4|499&3|474&3|179&2|427&5|28&5|125&3|153&5|66&4|239&3|204&4|51&1|200&4|663&4|367&4
288&3|887&4|153&4|382&3|258&4|294&3|202&4|313&2|211&4|268&2|310&4|319&4;435&5|692&3|4&4|210&3;288&3|887&4|153&4|382&3|258&4|294&3|202&4|313&2|211&4|268&2|310&4|319&4|435&5|692&3|4&4|210&3
229&4|26&3|107&4|94&2|69&3|13&5|259&1|41&2|167&2|83&3|205&3|127&5;74&1|58&4|228&5|3&4;229&4|26&3|107&4|94&2|69&3|13&5|259&1|41&2|167&2|83&3|205&3|127&5|74&1|58&4|228&5|3&4
189&5|239&3|655&3|209&2|69&4|154&3|815&4|625&3|432&4|946&3|169&5|50&3;143&4|188&3|225&3|584&3;189&5|239&3|655&3|209&2|69&4|154&3|815&4|625&3|432&4|946&3|169&5|50&3|143&4|188&3|225&3|584&3
523&4|9&4|663&5|25&2|709&5|181&5|813&2|204&5|408&5|242&4|175&5|628&5;474&4|176&1|22&3|202&3;523&4|9&4|663&5|25&2|709&5|181&5|813&2|204&5|408&5|242&4|175&5|628&5|474&4|176&1|22&3|202&3
324&2|331&3|321&4|286&4|292&3|328&2|326&2|288&3|327&2|306&5|245&2|300&2;988&2|748&2|322&2|325&2;324&2|331&3|321&4|286&4|292&3|328&2|326&2|288&3|327&2|306&5|245&2|300&2|988&2|748&2|322&2|325&2
289&2|748&5|310&5|286&5|751&5|326&5|313&5|690&4|300&5|333&2|294&4|243&3;873&5|332&5|877&3|323&4;289&2|748&5|310&5|286&5|751&5|326&5|313&5|690&4|300&5|333&2|294&4|243&3|873&5|332&5|877&3|323&4
845&3|1101&4|474&5|7&4|654&4|529&5|484&3|89&3|327&3|188&2|197&2|486&5;557&4|729&3|33&3|628&4;845&3|1101&4|474&5|7&4|654&4|529&5|484&3|89&3|327&3|188&2|197&2|486&5|557&4|729&3|33&3|628&4
22&5|670&3|523&4|135&4|217&4|618&3|234&5|588&4|164&3|196&3|168&5|525&2;816&2|637&3|635&4|200&4;22&5|670&3|523&4|135&4|217&4|618&3|234&5|588&4|164&3|196&3|168&5|525&2|816&2|637&3|635&4|200&4
685&4|159&4|235&3|800&4|188&4|3&4|1081&4|692&4|24&3|82&3|1041&3|252&2;453&3|250&4|1210&4|1090&3;685&4|159&4|235&3|800&4|188&4|3&4|1081&4|692&4|24&3|82&3|1041&3|252&2|453&3|250&4|1210&4|1090&3
215&3|82&4|96&5|578&4|860&3|98&4|53&3|68&5|230&2|64&5|569&3|4&3;727&2|738&1|29&3|231&3;215&3|82&4|96&5|578&4|860&3|98&4|53&3|68&5|230&2|64&5|569&3|4&3|727&2|738&1|29&3|231&3
222&4|988&4|12&5|450&3|313&5|931&2|273&1|11&5|229&4|380&4|288&3|747&3;923&4|419&2|180&4|429&5;222&4|988&4|12&5|450&3|313&5|931&2|273&1|11&5|229&4|380&4|288&3|747&3|923&4|419&2|180&4|429&5
300&5|340&5|748&3|294&4|342&3|304&3|243&5|245&4|875&5|1237&3|339&5|326&4;596&2|125&5|321&3|410&5;300&5|340&5|748&3|294&4|342&3|304&3|243&5|245&4|875&5|1237&3|339&5|326&4|596&2|125&5|321&3|410&5
639&3|507&4|50&1|151&4|180&5|504&3|183&3|25&2|122&3|168&4|23&5|150&2;357&4|334&5|1229&5|59&5;639&3|507&4|50&1|151&4|180&5|504&3|183&3|25&2|122&3|168&4|23&5|150&2|357&4|334&5|1229&5|59&5
719&2|768&4|746&3|1107&4|448&5|655&3|1018&4|495&4|26&4|73&4|1078&2|183&4;1478&4|1220&2|365&2|1133&2;719&2|768&4|746&3|1107&4|448&5|655&3|1018&4|495&4|26&4|73&4|1078&2|183&4|1478&4|1220&2|365&2|1133&2
313&5|298&4|250&2|343&2|323&3|294&3|325&1|258&1|355&1|1016&4|678&3|288&3;1098&2|1264&3|246&2|380&3;313&5|298&4|250&2|343&2|323&3|294&3|325&1|258&1|355&1|1016&4|678&3|288&3|1098&2|1264&3|246&2|380&3
333&5|328&4|313&5|294&1|288&4|315&4|258&5|347&4|310&3|331&3|307&4|326&4;689&5|322&3|316&4|748&4;333&5|328&4|313&5|294&1|288&4|315&4|258&5|347&4|310&3|331&3|307&4|326&4|689&5|322&3|316&4|748&4
1245&4|742&4|1049&3|845&3|7&4|323&4|748&4|908&4|245&5|475&4|1&4|307&5;1240&5|150&3|237&4|91&5;1245&4|742&4|1049&3|845&3|7&4|323&4|748&4|908&4|245&5|475&4|1&4|307&5|1240&5|150&3|237&4|91&5
25&3|1014&3|257&5|286&4|271&5|125&3|294&4|288&5|825&4|15&3|329&3|300&3;866&4|405&2|546&1|151&2;25&3|1014&3|257&5|286&4|271&5|125&3|294&4|288&5|825&4|15&3|329&3|300&3|866&4|405&2|546&1|151&2
14&3|123&3|300&4|1047&2|111&4|15&4|1011&3|742&3|248&4|332&4|597&3|124&3;411&3|106&2|252&3|928&3;14&3|123&3|300&4|1047&2|111&4|15&4|1011&3|742&3|248&4|332&4|597&3|124&3|411&3|106&2|252&3|928&3
685&2|12&5|591&4|174&5|188&4|25&1|318&5|7&3|550&2|68&1|227&3|1183&2;258&4|480&5|50&5|404&5;685&2|12&5|591&4|174&5|188&4|25&1|318&5|7&3|550&2|68&1|227&3|1183&2|258&4|480&5|50&5|404&5
125&3|455&4|286&4|147&3|50&5|597&4|825&4|181&4|270&4|591&3|294&4|111&4;220&3|117&4|473&3|280&3;125&3|455&4|286&4|147&3|50&5|597&4|825&4|181&4|270&4|591&3|294&4|111&4|220&3|117&4|473&3|280&3
342&4|952&3|759&4|709&4|719&4|144&4|382&4|1413&5|79&3|469&4|644&1|823&3;586&4|1435&3|228&4|490&3;342&4|952&3|759&4|709&4|719&4|144&4|382&4|1413&5|79&3|469&4|644&1|823&3|586&4|1435&3|228&4|490&3
95&4|259&2|87&4|504&4|710&2|168&4|325&2|121&2|664&4|250&3|420&4|152&5;195&3|270&3|1018&4|1103&3;95&4|259&2|87&4|504&4|710&2|168&4|325&2|121&2|664&4|250&3|420&4|152&5|195&3|270&3|1018&4|1103&3
121&2|199&4|154&5|393&4|193&4|524&4|1078&2|603&3|433&3|518&3|214&5|655&3;623&3|449&2|222&4|226&3;121&2|199&4|154&5|393&4|193&4|524&4|1078&2|603&3|433&3|518&3|214&5|655&3|623&3|449&2|222&4|226&3
285&3|511&5|477&1|64&4|169&4|246&3|47&3|183&4|405&1|100&5|1&4|462&5;509&4|134&5|466&4|478&4;285&3|511&5|477&1|64&4|169&4|246&3|47&3|183&4|405&1|100&5|1&4|462&5|509&4|134&5|466&4|478&4
358&3|742&4|121&4|105&2|474&3|42&3|7&3|1019&4|294&3|79&4|181&4|597&4;208&3|403&3|11&4|710&4;358&3|742&4|121&4|105&2|474&3|42&3|7&3|1019&4|294&3|79&4|181&4|597&4|208&3|403&3|11&4|710&4
436&3|675&3|100&4|234&3|656&3|448&3|17&3|672&3|559&3|7&4|185&3|443&3;444&2|590&2|441&2|145&2;436&3|675&3|100&4|234&3|656&3|448&3|17&3|672&3|559&3|7&4|185&3|443&3|444&2|590&2|441&2|145&2
136&4|134&5|215&4|152&4|507&5|582&5|64&5|306&4|1558&5|511&5|607&5|605&4;499&5|603&5|10&5|127&4;136&4|134&5|215&4|152&4|507&5|582&5|64&5|306&4|1558&5|511&5|607&5|605&4|499&5|603&5|10&5|127&4
651&4|272&5|427&4|886&1|690&5|655&4|288&4|313&5|275&3|286&5|750&3|327&1;204&3|87&1|650&3|56&2;651&4|272&5|427&4|886&1|690&5|655&4|288&4|313&5|275&3|286&5|750&3|327&1|204&3|87&1|650&3|56&2
245&3|258&2|328&1|288&4|898&5|937&2|315&1|313&2|312&3|311&5|316&1|303&1;269&4|882&4|286&4|302&5;245&3|258&2|328&1|288&4|898&5|937&2|315&1|313&2|312&3|311&5|316&1|303&1|269&4|882&4|286&4|302&5
993&4|148&3|121&3|15&5|28&5|126&5|118&3|234&5|389&5|274&5|495&5|763&3;98&5|71&5|132&5|161&4;993&4|148&3|121&3|15&5|28&5|126&5|118&3|234&5|389&5|274&5|495&5|763&3|98&5|71&5|132&5|161&4
292&3|739&4|262&3|1393&3|329&3|873&3|107&4|878&3|58&2|326&4|688&3|222&5;204&5|732&4|423&5|162&2;292&3|739&4|262&3|1393&3|329&3|873&3|107&4|878&3|58&2|326&4|688&3|222&5|204&5|732&4|423&5|162&2
872&3|334&2|332&3|289&4|322&3|302&4|873&2|321&4|988&3|258&3|288&3|319&4;880&4|304&4|325&3|301&3;872&3|334&2|332&3|289&4|322&3|302&4|873&2|321&4|988&3|258&3|288&3|319&4|880&4|304&4|325&3|301&3
436&3|653&4|859&3|646&4|136&3|269&1|288&1|320&5|132&1|656&4|396&1|441&3;440&4|774&1|669&1|667&2;436&3|653&4|859&3|646&4|136&3|269&1|288&1|320&5|132&1|656&4|396&1|441&3|440&4|774&1|669&1|667&2
311&4|262&5|13&3|937&2|246&5|333&2|325&5|813&5|50&4|258&5|763&5|286&5;676&3|288&3|1&4|370&2;311&4|262&5|13&3|937&2|246&5|333&2|325&5|813&5|50&4|258&5|763&5|286&5|676&3|288&3|1&4|370&2
258&5|359&5|327&5|328&3|361&5|288&4|300&5|324&5|50&5|329&5|301&5|357&4;11&4|264&3|294&5|260&4;258&5|359&5|327&5|328&3|361&5|288&4|300&5|324&5|50&5|329&5|301&5|357&4|11&4|264&3|294&5|260&4
266&3|12&5|307&2|294&4|208&2|750&4|479&4|100&4|748&2|905&4|340&4|96&5;129&2|83&4|713&5|117&3;266&3|12&5|307&2|294&4|208&2|750&4|479&4|100&4|748&2|905&4|340&4|96&5|129&2|83&4|713&5|117&3
333&5|15&4|240&5|93&1|930&4|282&5|1034&3|591&5|325&4|117&5|129&4|455&5;149&2|1052&4|148&4|717&5;333&5|15&4|240&5|93&1|930&4|282&5|1034&3|591&5|325&4|117&5|129&4|455&5|149&2|1052&4|148&4|717&5
286&3|1286&4|134&5|520&2|179&2|512&1|191&4|269&4|612&3|132&2|427&4|772&1;213&4|638&3|529&4|135&4;286&3|1286&4|134&5|520&2|179&2|512&1|191&4|269&4|612&3|132&2|427&4|772&1|213&4|638&3|529&4|135&4
707&5|1065&4|428&5|45&4|419&3|197&2|131&3|499&4|664&4|487&4|1172&3|658&3;443&3|179&2|1200&4|958&3;707&5|1065&4|428&5|45&4|419&3|197&2|131&3|499&4|664&4|487&4|1172&3|658&3|443&3|179&2|1200&4|958&3
514&4|100&5|205&5|302&5|750&4|963&5|529&4|193&5|747&3|8&4|815&3|216&5;4&5|43&3|131&4|117&3;514&4|100&5|205&5|302&5|750&4|963&5|529&4|193&5|747&3|8&4|815&3|216&5|4&5|43&3|131&4|117&3
268&5|319&3|690&3|315&5|272&5|270&3|333&3|751&3|258&4|346&4|262&4|307&4;332&3|289&3|259&2|339&3;268&5|319&3|690&3|315&5|272&5|270&3|333&3|751&3|258&4|346&4|262&4|307&4|332&3|289&3|259&2|339&3
132&4|550&5|597&4|50&5|705&4|1&4|228&4|230&4|420&3|94&2|177&4|300&5;450&4|415&3|1138&5|720&4;132&4|550&5|597&4|50&5|705&4|1&4|228&4|230&4|420&3|94&2|177&4|300&5|450&4|415&3|1138&5|720&4
181&3|515&4|224&4|276&3|100&5|222&3|813&5|847&3|50&4|283&2|475&4|1367&5;919&5|253&5|127&5|936&3;181&3|515&4|224&4|276&3|100&5|222&3|813&5|847&3|50&4|283&2|475&4|1367&5|919&5|253&5|127&5|936&3
483&5|515&2|582&5|275&2|1&4|170&5|215&3|64&4|56&5|603&4|186&4|197&4;133&4|52&5|4&4|22&3;483&5|515&2|582&5|275&2|1&4|170&5|215&3|64&4|56&5|603&4|186&4|197&4|133&4|52&5|4&4|22&3
109&2|27&3|142&3|16&3|212&1|418&4|218&3|663&3|208&3|1028&3|42&4|164&3;1247&3|162&3|552&2|167&3;109&2|27&3|142&3|16&3|212&1|418&4|218&3|663&3|208&3|1028&3|42&4|164&3|1247&3|162&3|552&2|167&3
740&3|281&4|14&5|748&3|50&4|125&3|7&5|319&5|127&4|252&3|222&2|237&3;21&3|290&4|471&2|931&2;740&3|281&4|14&5|748&3|50&4|125&3|7&5|319&5|127&4|252&3|222&2|237&3|21&3|290&4|471&2|931&2
1&3|13&1|295&1|150&4|181&5|358&4|125&3|7&5|298&4|50&5|597&4|250&5;328&5|151&3|118&4|121&5;1&3|13&1|295&1|150&4|181&5|358&4|125&3|7&5|298&4|50&5|597&4|250&5|328&5|151&3|118&4|121&5
333&4|1062&5|242&4|321&4|345&2|269&3|313&3|872&3|306&4|286&5|262&4|302&5;316&4|1176&5|902&4|898&4;333&4|1062&5|242&4|321&4|345&2|269&3|313&3|872&3|306&4|286&5|262&4|302&5|316&4|1176&5|902&4|898&4
357&5|346&4|286&3|64&3|276&4|902&4|302&5|455&4|270&4|194&4|151&5|258&2;168&4|198&5|183&4|205&4;357&5|346&4|286&3|64&3|276&4|902&4|302&5|455&4|270&4|194&4|151&5|258&2|168&4|198&5|183&4|205&4
181&4|100&5|56&4|331&3|628&4|154&4|98&5|260&4|151&4|844&4|323&2|742&3;751&2|200&5|338&4|240&4;181&4|100&5|56&4|331&3|628&4|154&4|98&5|260&4|151&4|844&4|323&2|742&3|751&2|200&5|338&4|240&4
269&5|315&4|240&1|990&4|302&3|310&4|100&4|300&4|311&3|242&5|286&5|690&5;283&4|1028&1|871&1|274&3;269&5|315&4|240&1|990&4|302&3|310&4|100&4|300&4|311&3|242&5|286&5|690&5|283&4|1028&1|871&1|274&3
354&3|346&5|269&4|299&1|906&2|342&3|752&5|751&4|288&3|302&5|750&5|306&5;300&5|336&5|1243&3|350&4;354&3|346&5|269&4|299&1|906&2|342&3|752&5|751&4|288&3|302&5|750&5|306&5|300&5|336&5|1243&3|350&4
756&4|358&4|181&4|346&4|1079&1|904&5|1368&5|236&5|766&3|252&2|13&4|295&3;1279&3|255&5|1190&3|25&4;756&4|358&4|181&4|346&4|1079&1|904&5|1368&5|236&5|766&3|252&2|13&4|295&3|1279&3|255&5|1190&3|25&4
307&3|937&4|276&5|295&4|359&3|255&3|1016&4|477&5|237&3|340&2|619&4|676&3;291&4|819&3|742&3|744&3;307&3|937&4|276&5|295&4|359&3|255&3|1016&4|477&5|237&3|340&2|619&4|676&3|291&4|819&3|742&3|744&3
628&4|181&4|582&5|310&4|474&5|194&4|50&5|431&3|214&3|523&3|250&4|212&4;191&4|169&5|199&3|357&3;628&4|181&4|582&5|310&4|474&5|194&4|50&5|431&3|214&3|523&3|250&4|212&4|191&4|169&5|199&3|357&3
707&4|199&4|237&4|507&4|663&5|323&3|322&2|358&3|528&3|294&4|286&4|1&3;9&2|107&4|845&4|100&5;707&4|199&4|237&4|507&4|663&5|323&3|322&2|358&3|528&3|294&4|286&4|1&3|9&2|107&4|845&4|100&5
304&3|300&3|748&1|538&4|683&1|887&5|264&2|325&4|340&5|286&5|690&4|321&4;305&5|245&4|988&1|338&2;304&3|300&3|748&1|538&4|683&1|887&5|264&2|325&4|340&5|286&5|690&4|321&4|305&5|245&4|988&1|338&2
1149&3|527&3|673&4|179&4|928&4|111&4|249&3|712&3|418&4|423&4|150&5|211&4;721&2|716&3|29&2|67&4;1149&3|527&3|673&4|179&4|928&4|111&4|249&3|712&3|418&4|423&4|150&5|211&4|721&2|716&3|29&2|67&4
785&3|200&3|276&5|720&4|747&4|22&4|143&1|147&3|827&3|636&2|777&1|810&5;891&1|913&1|83&2|343&1;785&3|200&3|276&5|720&4|747&4|22&4|143&1|147&3|827&3|636&2|777&1|810&5|891&1|913&1|83&2|343&1
296&4|288&4|460&3|222&3|246&4|302&3|237&3|740&2|744&5|100&5|1176&4|307&4;127&5|475&5|676&4|458&4;296&4|288&4|460&3|222&3|246&4|302&3|237&3|740&2|744&5|100&5|1176&4|307&4|127&5|475&5|676&4|458&4
313&4|302&3|272&4|258&4|269&4|345&5|750&5|887&4|315&5|310&3|331&4|286&4;245&3|690&3|329&3|264&4;313&4|302&3|272&4|258&4|269&4|345&5|750&5|887&4|315&5|310&3|331&4|286&4|245&3|690&3|329&3|264&4
429&3|515&3|813&4|318&4|11&4|302&5|319&4|1265&3|496&3|847&4|250&4|201&3;756&2|597&2|281&3|1163&3;429&3|515&3|813&4|318&4|11&4|302&5|319&4|1265&3|496&3|847&4|250&4|201&3|756&2|597&2|281&3|1163&3
221&4|744&3|357&4|245&3|50&3|14&4|520&4|127&4|515&5|988&2|15&4|237&3;483&3|199&4|242&4|286&3;221&4|744&3|357&4|245&3|50&3|14&4|520&4|127&4|515&5|988&2|15&4|237&3|483&3|199&4|242&4|286&3
748&2|678&1|254&1|257&3|533&3|181&2|993&4|253&5|255&1|324&3|286&4|296&4;127&4|1388&5|293&4|532&4;748&2|678&1|254&1|257&3|533&3|181&2|993&4|253&5|255&1|324&3|286&4|296&4|127&4|1388&5|293&4|532&4
181&5|246&5|291&4|14&4|151&4|268&5|293&4|127&5|273&4|458&4|13&4|150&3;410&4|276&5|121&2|628&4;181&5|246&5|291&4|14&4|151&4|268&5|293&4|127&5|273&4|458&4|13&4|150&3|410&4|276&5|121&2|628&4
321&3|70&3|655&3|514&5|209&2|47&4|435&5|168&2|173&1|211&4|523&5|659&5;502&2|25&5|88&3|116&5;321&3|70&3|655&3|514&5|209&2|47&4|435&5|168&2|173&1|211&4|523&5|659&5|502&2|25&5|88&3|116&5
732&4|456&1|261&1|705&3|11&3|826&3|317&3|578&3|25&3|198&4|185&2|473&2;174&4|164&3|735&4|142&3;732&4|456&1|261&1|705&3|11&3|826&3|317&3|578&3|25&3|198&4|185&2|473&2|174&4|164&3|735&4|142&3
1009&5|26&5|815&4|25&5|402&5|66&4|466&5|60&5|727&5|703&4|118&3|13&4;447&4|551&4|452&4|665&4;1009&5|26&5|815&4|25&5|402&5|66&4|466&5|60&5|727&5|703&4|118&3|13&4|447&4|551&4|452&4|665&4
168&5|692&3|707&5|275&5|1&5|744&2|659&5|640&1|561&5|210&5|489&4|286&3;194&4|248&4|156&1|285&4;168&5|692&3|707&5|275&5|1&5|744&2|659&5|640&1|561&5|210&5|489&4|286&3|194&4|248&4|156&1|285&4
720&4|183&5|226&4|808&3|866&5|151&4|48&5|12&4|121&5|186&4|234&3|470&5;307&3|452&3|627&5|1209&4;720&4|183&5|226&4|808&3|866&5|151&4|48&5|12&4|121&5|186&4|234&3|470&5|307&3|452&3|627&5|1209&4
494&4|516&5|1451&3|237&3|856&5|302&5|203&4|505&4|339&4|132&4|265&3|866&2;26&3|480&4|134&5|649&3;494&4|516&5|1451&3|237&3|856&5|302&5|203&4|505&4|339&4|132&4|265&3|866&2|26&3|480&4|134&5|649&3
302&3|311&5|904&5|300&3|319&3|315&4|880&3|308&4|313&3|690&4|321&1|750&2;886&5|326&5|1191&5|261&5;302&3|311&5|904&5|300&3|319&3|315&4|880&3|308&4|313&3|690&4|321&1|750&2|886&5|326&5|1191&5|261&5
455&3|224&3|1067&2|248&3|306&4|744&3|221&5|225&3|985&1|1009&3|1115&4|1284&4;751&4|926&1|952&1|50&4;455&3|224&3|1067&2|248&3|306&4|744&3|221&5|225&3|985&1|1009&3|1115&4|1284&4|751&4|926&1|952&1|50&4
303&4|890&1|340&4|121&2|271&2|262&4|405&3|472&4|748&3|24&2|290&3|302&5;148&3|293&5|106&4|1047&4;303&4|890&1|340&4|121&2|271&2|262&4|405&3|472&4|748&3|24&2|290&3|302&5|148&3|293&5|106&4|1047&4
50&5|196&4|118&3|252&3|458&3|515&4|237&4|121&3|924&4|378&5|172&5|100&4;1028&2|596&2|365&5|240&1;50&5|196&4|118&3|252&3|458&3|515&4|237&4|121&3|924&4|378&5|172&5|100&4|1028&2|596&2|365&5|240&1
435&5|144&5|502&4|358&5|21&4|688&1|411&1|153&5|167&3|433&3|510&5|154&4;250&5|231&2|511&4|431&4;435&5|144&5|502&4|358&5|21&4|688&1|411&1|153&5|167&3|433&3|510&5|154&4|250&5|231&2|511&4|431&4
684&3|627&3|255&3|121&3|7&3|179&3|45&4|56&4|919&3|1039&4|174&4|258&4;418&3|946&3|173&5|69&5;684&3|627&3|255&3|121&3|7&3|179&3|45&4|56&4|919&3|1039&4|174&4|258&4|418&3|946&3|173&5|69&5
748&3|288&5|340&4|245&4|895&5|336&3|879&3|289&4|302&5|286&5|269&5|242&5;358&2|873&2|353&1|343&3;748&3|288&5|340&4|245&4|895&5|336&3|879&3|289&4|302&5|286&5|269&5|242&5|358&2|873&2|353&1|343&3
172&3|181&3|180&3|423&3|333&3|96&4|195&4|215&4|69&3|23&4|403&2|9&3;131&3|507&4|143&4|606&4;172&3|181&3|180&3|423&3|333&3|96&4|195&4|215&4|69&3|23&4|403&2|9&3|131&3|507&4|143&4|606&4
651&4|1091&3|526&3|566&3|29&3|102&4|2&3|174&5|768&3|748&4|343&5|228&3;1239&4|540&3|1110&4|586&4;651&4|1091&3|526&3|566&3|29&3|102&4|2&3|174&5|768&3|748&4|343&5|228&3|1239&4|540&3|1110&4|586&4
513&3|7&4|12&5|9&5|286&4|109&4|474&3|258&5|28&4|169&5|97&3|92&2;813&4|713&5|283&2|236&3;513&3|7&4|12&5|9&5|286&4|109&4|474&3|258&5|28&4|169&5|97&3|92&2|813&4|713&5|283&2|236&3
211&4|223&4|523&3|22&4|1050&4|71&3|154&3|28&4|289&1|269&3|873&3|196&3;492&2|468&5|190&5|724&3;211&4|223&4|523&3|22&4|1050&4|71&3|154&3|28&4|289&1|269&3|873&3|196&3|492&2|468&5|190&5|724&3
282&4|409&3|553&4|408&5|15&5|248&3|38&3|204&4|100&4|520&4|217&2|1&4;49&4|186&4|395&2|401&3;282&4|409&3|553&4|408&5|15&5|248&3|38&3|204&4|100&4|520&4|217&2|1&4|49&4|186&4|395&2|401&3
302&3|326&4|272&5|303&5|895&3|328&4|288&4|347&4|269&4|344&5|898&3|327&4;286&4|528&5|323&2|322&4;302&3|326&4|272&5|303&5|895&3|328&4|288&4|347&4|269&4|344&5|898&3|327&4|286&4|528&5|323&2|322&4
751&3|754&3|331&4|286&4|301&4|300&4|891&3|270&3|316&5|340&4|345&4|272&4;339&3|332&2|86&5|896&3;751&3|754&3|331&4|286&4|301&4|300&4|891&3|270&3|316&5|340&4|345&4|272&4|339&3|332&2|86&5|896&3
343&2|5&2|436&4|834&4|559&4|259&3|872&4|879&3|56&5|185&4|406&1|895&2;826&1|976&1|930&1|840&1;343&2|5&2|436&4|834&4|559&4|259&3|872&4|879&3|56&5|185&4|406&1|895&2|826&1|976&1|930&1|840&1
293&4|298&4|900&4|269&3|283&4|344&4|546&3|310&3|258&3|1022&1|257&4|459&4;750&5|275&5|272&5|252&3;293&4|298&4|900&4|269&3|283&4|344&4|546&3|310&3|258&3|1022&1|257&4|459&4|750&5|275&5|272&5|252&3
87&3|85&3|363&1|692&4|755&2|952&3|238&4|808&2|319&5|366&3|381&4|201&5;1209&2|1315&3|1160&2|575&4;87&3|85&3|363&1|692&4|755&2|952&3|238&4|808&2|319&5|366&3|381&4|201&5|1209&2|1315&3|1160&2|575&4
268&4|133&5|321&4|48&5|707&3|340&5|209&5|288&4|507&5|479&5|324&4|496&5;603&5|192&5|482&5|493&5;268&4|133&5|321&4|48&5|707&3|340&5|209&5|288&4|507&5|479&5|324&4|496&5|603&5|192&5|482&5|493&5
480&4|189&5|657&4|79&4|478&5|612&4|479&5|177&3|269&4|127&3|228&4|969&3;151&4|116&4|25&5|275&4;480&4|189&5|657&4|79&4|478&5|612&4|479&5|177&3|269&4|127&3|228&4|969&3|151&4|116&4|25&5|275&4
15&4|7&4|108&2|508&4|332&4|274&3|919&3|619&4|975&4|710&3|1324&3|475&4;42&5|1073&3|174&5|11&5;15&4|7&4|108&2|508&4|332&4|274&3|919&3|619&4|975&4|710&3|1324&3|475&4|42&5|1073&3|174&5|11&5
479&4|657&4|50&4|1012&2|134&4|143&2|10&4|258&4|286&3|180&4|685&3|237&4;654&4|192&4|216&4|176&3;479&4|657&4|50&4|1012&2|134&4|143&2|10&4|258&4|286&3|180&4|685&3|237&4|654&4|192&4|216&4|176&3
197&5|956&4|79&5|47&4|792&4|450&4|14&4|9&5|154&5|229&4|458&3|819&2;162&5|825&5|739&4|584&4;197&5|956&4|79&5|47&4|792&4|450&4|14&4|9&5|154&5|229&4|458&3|819&2|162&5|825&5|739&4|584&4
286&3|31&4|258&5|117&4|449&2|28&4|322&2|195&4|588&3|568&4|332&2|222&5;223&5|665&3|441&2|573&4;286&3|31&4|258&5|117&4|449&2|28&4|322&2|195&4|588&3|568&4|332&2|222&5|223&5|665&3|441&2|573&4
